person_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_birth_date
262,262,21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,2003-12-04
263,263,26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,1998-12-04
264,264,24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,2000-12-04
265,265,25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,1999-12-04
266,266,26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,1998-12-04
267,267,25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,1999-12-04
268,268,23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,2001-12-04
269,269,23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,2001-12-04
270,270,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,1999-12-04
271,271,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,2001-12-04
272,272,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,2000-12-04
273,273,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,2000-12-04
274,274,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,1999-12-04
275,275,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,2000-12-04
276,276,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,2001-12-04
277,277,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,2001-12-04
278,278,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,2001-12-04
279,279,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,1999-12-04
280,280,26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,1998-12-04
281,281,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,1999-12-04
282,282,22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,2002-12-04
283,283,23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,2001-12-04
284,284,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,2001-12-04
285,285,23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,2001-12-04
286,286,22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,2002-12-04
287,287,25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,1999-12-04
288,288,25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,1999-12-04
289,289,25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,1999-12-04
290,290,26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,1998-12-04
291,291,25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,1999-12-04
292,292,23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,2001-12-04
293,293,24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,2000-12-04
294,294,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,2000-12-04
295,295,23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,2001-12-04
296,296,22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,2002-12-04
297,297,23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,2001-12-04
298,298,25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,1999-12-04
299,299,25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,1999-12-04
300,300,26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,1998-12-04
301,301,25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,1999-12-04
302,302,26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,1998-12-04
303,303,21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,2003-12-04
304,304,25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,1999-12-04
305,305,21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,2003-12-04
306,306,24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,2000-12-04
307,307,26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,1998-12-04
308,308,23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,2001-12-04
309,309,25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,1999-12-04
310,310,24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,2000-12-04
311,311,25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,1999-12-04
312,312,24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,2000-12-04
313,313,26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,1998-12-04
314,314,24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,2000-12-04
315,315,24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,2000-12-04
316,316,22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,2002-12-04
317,317,25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,1999-12-04
318,318,25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,1999-12-04
319,319,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,2002-12-04
320,320,25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,1999-12-04
321,321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,2000-12-04
322,322,25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,1999-12-04
323,323,23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,2001-12-04
324,324,24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,2000-12-04
325,325,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,2003-12-04
326,326,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,1998-12-04
327,327,26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,1998-12-04
328,328,23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,2001-12-04
329,329,23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,2001-12-04
330,330,25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,1999-12-04
331,331,26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,1998-12-04
332,332,22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,2002-12-04
333,333,26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,1998-12-04
334,334,23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,2001-12-04
335,335,24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,2000-12-04
336,336,25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,1999-12-04
337,337,24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,2000-12-04
338,338,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,2000-12-04
339,339,24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,2000-12-04
340,340,25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,1999-12-04
341,341,25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,1999-12-04
342,342,25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,1999-12-04
343,343,26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,1998-12-04
344,344,25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,1999-12-04
345,345,23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,2001-12-04
346,346,23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,2001-12-04
347,347,22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,2002-12-04
348,348,24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,2000-12-04
349,349,25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,1999-12-04
350,350,21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,2003-12-04
351,351,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,2001-12-04
352,352,23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,2001-12-04
353,353,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,2001-12-04
354,354,23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,2001-12-04
355,355,23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,2001-12-04
356,356,24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,2000-12-04
357,357,22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,2002-12-04
358,358,25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,1999-12-04
359,359,22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,2002-12-04
360,360,24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,2000-12-04
361,361,25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,1999-12-04
362,362,26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,1998-12-04
363,363,22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,2002-12-04
364,364,25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,1999-12-04
365,365,25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,1999-12-04
366,366,23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,2001-12-04
367,367,25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,1999-12-04
368,368,23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,2001-12-04
369,369,24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,2000-12-04
370,370,22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,2002-12-04
371,371,24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,2000-12-04
372,372,23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,2001-12-04
373,373,24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,2000-12-04
374,374,25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,1999-12-04
375,375,26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,1998-12-04
376,376,25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,1999-12-04
377,377,25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,1999-12-04
378,378,23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,2001-12-04
379,379,24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,2000-12-04
380,380,25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,1999-12-04
381,381,26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,1998-12-04
382,382,22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,2002-12-04
383,383,24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,2000-12-04
384,384,24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,2000-12-04
385,385,26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,1998-12-04
386,386,23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,2001-12-04
387,387,23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,2001-12-04
388,388,25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,1999-12-04
389,389,25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,1999-12-04
390,390,24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,2000-12-04
391,391,23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,2001-12-04
392,392,26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,1998-12-04
393,393,21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,2003-12-04
394,394,25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,1999-12-04
395,395,22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,2002-12-04
396,396,25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,1999-12-04
397,397,21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,2003-12-04
398,398,25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,1999-12-04
399,399,23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,2001-12-04
400,400,23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,2001-12-04
401,401,22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,2002-12-04
402,402,22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,2002-12-04
403,403,23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,2001-12-04
404,404,24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,2000-12-04
405,405,26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,1998-12-04
406,406,21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,2003-12-04
407,407,25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,1999-12-04
408,408,22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,2002-12-04
409,409,24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,2000-12-04
410,410,22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,2002-12-04
411,411,22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,2002-12-04
412,412,26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,1998-12-04
413,413,25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,1999-12-04
414,414,22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,2002-12-04
415,415,21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,2003-12-04
416,416,26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,1998-12-04
417,417,22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,2002-12-04
418,418,26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,1998-12-04
419,419,22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,2002-12-04
420,420,23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,2001-12-04
421,421,23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,2001-12-04
422,422,24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,2000-12-04
423,423,25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,1999-12-04
424,424,22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,2002-12-04
425,425,24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,2000-12-04
426,426,23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,2001-12-04
427,427,22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,2002-12-04
428,428,22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,2002-12-04
429,429,24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,2000-12-04
430,430,24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,2000-12-04
431,431,26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,1998-12-04
432,432,23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,2001-12-04
433,433,22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,2002-12-04
434,434,24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,2000-12-04
435,435,22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,2002-12-04
436,436,23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,2001-12-04
437,437,23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,2001-12-04
438,438,26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,1998-12-04
439,439,25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,1999-12-04
440,440,22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,2002-12-04
441,441,25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,1999-12-04
442,442,21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,2003-12-04
443,443,21,18000,OWN,,EDUCATION,B,5000,11.11,1,0.28,N,2,2003-12-04
444,444,26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,1998-12-04
445,445,24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,2000-12-04
446,446,24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,2000-12-04
447,447,22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2,2002-12-04
448,448,26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,1998-12-04
449,449,22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,2002-12-04
450,450,24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,2000-12-04
451,451,26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,1998-12-04
452,452,24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,2000-12-04
453,453,23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,2001-12-04
454,454,24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,2000-12-04
455,455,25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,1999-12-04
456,456,24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,2000-12-04
457,457,23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,2001-12-04
458,458,23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,2001-12-04
459,459,23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,2001-12-04
460,460,24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,2000-12-04
461,461,21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,2003-12-04
462,462,26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,1998-12-04
463,463,26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,1998-12-04
464,464,26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0,0.14,Y,2,1998-12-04
465,465,21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,2003-12-04
466,466,24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,1,0.55,N,2,2000-12-04
467,467,23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,2001-12-04
468,468,24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,2000-12-04
469,469,24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,2000-12-04
470,470,25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,1999-12-04
471,471,23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,2001-12-04
472,472,22,18000,OWN,2.0,MEDICAL,C,4000,,1,0.22,N,2,2002-12-04
473,473,22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,2002-12-04
474,474,25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,1,0.22,N,3,1999-12-04
475,475,21,18000,OWN,5.0,VENTURE,B,3375,,1,0.19,N,2,2003-12-04
476,476,22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,2002-12-04
477,477,22,43385,RENT,7.0,PERSONAL,C,23000,,1,0.53,N,3,2002-12-04
478,478,25,56544,RENT,3.0,EDUCATION,B,23000,,1,0.41,N,2,1999-12-04
479,479,23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,2001-12-04
480,480,24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,2000-12-04
481,481,25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,1999-12-04
482,482,24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,2000-12-04
483,483,23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,2001-12-04
484,484,22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,2002-12-04
485,485,25,80000,RENT,9.0,VENTURE,C,23000,,0,0.29,N,2,1999-12-04
486,486,24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,2000-12-04
487,487,22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,2002-12-04
488,488,23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,2001-12-04
489,489,24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,2000-12-04
490,490,26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,1998-12-04
491,491,24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,2000-12-04
492,492,24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,2000-12-04
493,493,23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,2001-12-04
494,494,25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,1999-12-04
495,495,25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,1999-12-04
496,496,21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,2003-12-04
497,497,22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,2002-12-04
498,498,25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,1999-12-04
499,499,23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,2001-12-04
500,500,24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,2000-12-04
501,501,25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,1999-12-04
502,502,26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,1998-12-04
503,503,22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,2002-12-04
504,504,22,66000,RENT,1.0,EDUCATION,F,22000,,1,0.33,N,2,2002-12-04
505,505,23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,2001-12-04
506,506,24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,2000-12-04
507,507,22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,2002-12-04
508,508,26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,1998-12-04
509,509,21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,2003-12-04
510,510,24,80000,RENT,0.0,MEDICAL,A,22000,,0,0.28,N,4,2000-12-04
511,511,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,1998-12-04
512,512,24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,2000-12-04
513,513,25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,1999-12-04
514,514,23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,2001-12-04
515,515,25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,1999-12-04
516,516,25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,1999-12-04
517,517,21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,2003-12-04
518,518,23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,2001-12-04
519,519,23,110000,RENT,0.0,PERSONAL,B,22000,,0,0.2,N,3,2001-12-04
520,520,22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,2002-12-04
521,521,25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,1999-12-04
522,522,24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,2000-12-04
523,523,23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,2001-12-04
524,524,26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,1998-12-04
525,525,22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,2002-12-04
